step,rollout/episode_length
1024,252.6923065185547
2048,250.74192810058594
3072,266.1777648925781
4096,267.4126892089844
5120,263.6049499511719
6144,264.11578369140625
7168,265.489990234375
8192,272.5
9216,265.7900085449219
10240,266.19000244140625
11264,266.760009765625
12288,265.8699951171875
13312,269.3999938964844
14336,265.510009765625
15360,268.3599853515625
16384,266.2300109863281
17408,273.54998779296875
18432,266.8599853515625
19456,269.80999755859375
20480,273.82000732421875
21504,276.3800048828125
22528,279.6099853515625
23552,276.3500061035156
24576,281.1400146484375
25600,274.4200134277344
26624,274.1199951171875
27648,268.8800048828125
28672,264.0199890136719
29696,264.67999267578125
30720,259.3699951171875
31744,259.5299987792969
32768,253.32000732421875
33792,257.95001220703125
34816,254.91000366210938
35840,260.3399963378906
36864,265.70001220703125
37888,273.3699951171875
38912,276.19000244140625
39936,273.8999938964844
40960,279.4599914550781
41984,273.6600036621094
43008,266.30999755859375
44032,262.54998779296875
45056,262.8399963378906
46080,269.4200134277344
47104,266.7200012207031
48128,269.3800048828125
49152,271.44000244140625
50176,272.69000244140625
51200,267.8999938964844
52224,264.8599853515625
53248,259.17999267578125
54272,257.7699890136719
55296,253.14999389648438
56320,258.6600036621094
57344,255.92999267578125
58368,256.3599853515625
59392,254.99000549316406
60416,258.04998779296875
61440,257.1700134277344
62464,258.1099853515625
63488,258.5
64512,257.80999755859375
65536,262.25
66560,261.3800048828125
67584,266.2900085449219
68608,267.1400146484375
69632,272.7799987792969
70656,274.2099914550781
71680,272.9200134277344
72704,270.44000244140625
73728,267.4800109863281
74752,266.2699890136719
75776,262.6199951171875
76800,265.55999755859375
77824,264.7799987792969
78848,266.489990234375
79872,265.20001220703125
80896,263.5899963378906
81920,265.1600036621094
82944,265.7200012207031
83968,265.04998779296875
84992,263.0400085449219
86016,264.19000244140625
87040,267.4200134277344
88064,271.3699951171875
89088,272.95001220703125
90112,275.17999267578125
91136,277.1300048828125
92160,276.3500061035156
93184,276.07000732421875
94208,274.1300048828125
95232,266.6199951171875
96256,260.3399963378906
97280,259.9700012207031
98304,262.1199951171875
99328,261.9800109863281
100352,257.95001220703125
101376,262.1300048828125
102400,266.94000244140625
103424,266.0199890136719
104448,267.19000244140625
105472,267.3599853515625
106496,264.1099853515625
107520,262.2699890136719
108544,266.8299865722656
109568,262.9800109863281
110592,259.989990234375
111616,263.4800109863281
112640,270.80999755859375
113664,274.0
114688,275.07000732421875
115712,278.4100036621094
116736,276.5
117760,279.2200012207031
118784,269.6199951171875
119808,265.260009765625
120832,258.8800048828125
121856,263.2099914550781
122880,265.2300109863281
123904,263.94000244140625
124928,267.70001220703125
125952,273.2799987792969
126976,275.54998779296875
128000,274.8699951171875
129024,271.010009765625
130048,272.510009765625
131072,274.4599914550781
132096,274.0400085449219
133120,269.489990234375
134144,264.9200134277344
135168,268.5400085449219
136192,268.3500061035156
137216,264.5299987792969
138240,266.489990234375
139264,272.4700012207031
140288,281.20001220703125
141312,282.42999267578125
142336,281.2200012207031
143360,290.8299865722656
144384,290.4599914550781
145408,288.4100036621094
146432,279.1000061035156
147456,275.9599914550781
148480,271.7099914550781
149504,266.25
150528,269.92999267578125
151552,271.1099853515625
152576,275.4700012207031
153600,285.0400085449219
154624,289.260009765625
155648,288.67999267578125
156672,290.4599914550781
157696,289.5899963378906
158720,286.95001220703125
159744,285.5199890136719
160768,281.1600036621094
161792,281.75
162816,278.7300109863281
163840,280.5199890136719
164864,285.0799865722656
165888,287.6199951171875
166912,288.1300048828125
167936,288.42999267578125
168960,288.9100036621094
169984,288.5799865722656
171008,285.1199951171875
172032,279.2300109863281
173056,279.4100036621094
174080,285.8800048828125
175104,288.8500061035156
176128,288.80999755859375
177152,290.4700012207031
178176,286.6700134277344
179200,286.25
180224,283.8800048828125
181248,280.3900146484375
182272,275.239990234375
183296,275.45001220703125
184320,277.4800109863281
185344,278.3299865722656
186368,274.239990234375
187392,275.4599914550781
188416,273.20001220703125
189440,269.0199890136719
190464,273.1199951171875
191488,276.8500061035156
192512,281.67999267578125
193536,280.9200134277344
194560,282.8999938964844
195584,278.67999267578125
196608,283.989990234375
197632,285.4800109863281
198656,284.8900146484375
199680,285.7300109863281
200704,290.3500061035156
201728,292.6499938964844
202752,294.42999267578125
203776,287.1700134277344
204800,290.9800109863281
205824,291.8699951171875
206848,289.6700134277344
207872,285.55999755859375
208896,282.5799865722656
209920,283.6300048828125
210944,280.92999267578125
211968,281.70001220703125
212992,282.7799987792969
214016,283.55999755859375
215040,284.3599853515625
216064,281.5
217088,284.0400085449219
218112,280.2200012207031
219136,282.5899963378906
220160,284.8699951171875
221184,292.2799987792969
222208,293.6499938964844
223232,298.80999755859375
224256,293.07000732421875
225280,296.489990234375
226304,302.42999267578125
227328,292.7699890136719
228352,290.0299987792969
229376,294.0799865722656
230400,292.4100036621094
231424,292.0
232448,285.0799865722656
233472,286.2699890136719
234496,289.79998779296875
235520,290.1300048828125
236544,279.3699951171875
237568,283.2900085449219
238592,284.44000244140625
239616,290.1199951171875
240640,290.0199890136719
241664,287.8800048828125
242688,289.3800048828125
243712,293.0
244736,295.32000732421875
245760,291.1199951171875
246784,293.07000732421875
247808,294.9100036621094
248832,299.3399963378906
249856,302.57000732421875
250880,303.57000732421875
251904,300.489990234375
252928,304.1700134277344
253952,298.5
254976,299.1199951171875
256000,291.8699951171875
257024,294.92999267578125
258048,297.6600036621094
259072,302.45001220703125
260096,297.5299987792969
261120,304.17999267578125
262144,299.0299987792969
263168,296.80999755859375
264192,303.2200012207031
265216,298.7099914550781
266240,299.3299865722656
267264,302.989990234375
268288,297.4200134277344
269312,293.6499938964844
270336,297.94000244140625
271360,292.82000732421875
272384,288.80999755859375
273408,290.2699890136719
274432,290.760009765625
275456,298.4200134277344
276480,305.2099914550781
277504,312.4800109863281
278528,316.25
279552,322.44000244140625
280576,321.510009765625
281600,330.5799865722656
282624,333.5400085449219
283648,333.5899963378906
284672,323.1099853515625
285696,319.6000061035156
286720,318.7900085449219
287744,324.45001220703125
288768,313.8900146484375
289792,316.6199951171875
290816,314.9800109863281
291840,316.44000244140625
292864,322.3699951171875
293888,326.2699890136719
294912,323.239990234375
295936,326.54998779296875
296960,325.489990234375
297984,325.70001220703125
299008,321.8500061035156
300032,312.1700134277344
301056,314.29998779296875
302080,316.55999755859375
303104,329.5
304128,331.4100036621094
305152,339.7300109863281
306176,346.4599914550781
307200,356.3900146484375
308224,360.6600036621094
309248,361.8800048828125
310272,359.6700134277344
311296,351.07000732421875
312320,351.54998779296875
313344,353.6400146484375
314368,351.45001220703125
315392,337.3399963378906
316416,340.7900085449219
317440,332.19000244140625
318464,331.6499938964844
319488,332.7200012207031
320512,334.67999267578125
321536,324.6400146484375
322560,330.3999938964844
323584,338.6499938964844
324608,341.8699951171875
325632,344.4200134277344
326656,346.7799987792969
327680,343.3699951171875
328704,342.1400146484375
329728,353.7699890136719
330752,358.75
331776,352.69000244140625
332800,351.9700012207031
333824,358.20001220703125
334848,364.3999938964844
335872,363.9599914550781
336896,372.239990234375
337920,379.69000244140625
338944,383.6499938964844
339968,380.6099853515625
340992,376.0299987792969
342016,376.0
343040,377.1099853515625
344064,371.17999267578125
345088,378.5199890136719
346112,378.75
347136,365.239990234375
348160,364.1000061035156
349184,374.6099853515625
350208,388.5
351232,393.45001220703125
352256,393.7699890136719
353280,396.9200134277344
354304,385.5400085449219
355328,384.07000732421875
356352,383.6400146484375
357376,379.5400085449219
358400,363.7699890136719
359424,369.54998779296875
360448,369.3500061035156
361472,359.2200012207031
362496,358.489990234375
363520,357.1099853515625
364544,360.30999755859375
365568,366.54998779296875
366592,375.9599914550781
367616,390.9200134277344
368640,388.8999938964844
369664,387.70001220703125
370688,398.6400146484375
371712,397.7200012207031
372736,407.6300048828125
373760,419.760009765625
374784,419.2300109863281
375808,405.6400146484375
376832,404.1600036621094
377856,400.489990234375
378880,398.5199890136719
379904,396.95001220703125
380928,398.9100036621094
381952,406.2200012207031
382976,400.5299987792969
384000,402.9800109863281
385024,406.2900085449219
386048,414.7099914550781
387072,410.8299865722656
388096,421.5799865722656
389120,418.8999938964844
390144,423.4800109863281
391168,424.4800109863281
392192,421.19000244140625
393216,426.010009765625
394240,422.54998779296875
395264,421.1700134277344
396288,417.04998779296875
397312,424.8599853515625
398336,430.7900085449219
399360,441.30999755859375
400384,446.0400085449219
401408,447.1300048828125
402432,455.7900085449219
403456,458.760009765625
404480,460.7699890136719
405504,465.9800109863281
406528,466.5799865722656
407552,462.5299987792969
408576,459.2799987792969
409600,465.55999755859375
410624,461.4200134277344
411648,457.80999755859375
412672,459.6199951171875
413696,460.8500061035156
414720,469.6400146484375
415744,479.510009765625
416768,482.739990234375
417792,484.0400085449219
418816,489.5299987792969
419840,495.2099914550781
420864,511.67999267578125
421888,505.5400085449219
422912,505.32000732421875
423936,525.6900024414062
424960,518.22998046875
425984,520.3300170898438
427008,516.1099853515625
428032,506.3599853515625
429056,511.7099914550781
430080,510.44000244140625
431104,496.30999755859375
432128,489.7300109863281
433152,490.489990234375
434176,488.30999755859375
435200,473.9200134277344
436224,474.5799865722656
437248,469.489990234375
438272,464.0299987792969
439296,459.5799865722656
440320,465.8599853515625
441344,467.489990234375
442368,479.1199951171875
443392,480.6400146484375
444416,485.489990234375
